words,x,y
cane,0.6115082400079556,1.2771878871842017
lemon,1.1556455782582309,-0.6331215428277713
potato,-0.7093544511889862,0.2860512519937624
banana,0.5699242705134675,0.6281404035510094
butter,-0.609683212353516,-0.22845119968502617
beans,-1.0010568365772108,0.569634028182474
coconut,0.2984769664775283,0.23241198930670762
vegetable,-0.6784424942615346,0.4471520370387757
pork,-1.8071614415640103,-0.8364871968797087
strawberry,1.4259402279019286,-0.3009967759426489
potatoes,-1.6870263950830757,0.6838468476172166
nut,0.8165875810968979,0.3096155784259923
peach,1.678440127568492,-0.08805157584751308
blossom,2.2515758766793534,-0.16808196986420842
maize,-0.8387213196557669,2.442143068408507
onion,-0.46292297342148325,-0.666402921948016
barley,-0.5385559562682372,1.243489006844811
tomato,-0.6287381905776324,-0.0572202947375938
plum,1.6050508724000228,-0.26599610109454774
apples,0.19871523782460798,0.49018210243296273
baked,-1.2360413302986035,-0.9724321937487398
cookie,0.6855309760884142,-0.7851396740176085
mango,0.9465977215708623,0.49359353597190797
salad,-1.0606370476874991,-1.3801892213015265
jelly,0.5205278759616986,-0.9571678897842436
garlic,-1.2218259624401495,-0.6964913733222015
vanilla,0.7157473806675744,-0.23620166004139437
cinnamon,0.9519988776258091,-0.4573616109663143
almond,1.1711574144852333,-0.05205305041673427
bananas,-0.057967742796336603,1.3544915326472315
cereal,-0.6112276927646543,1.2460210769115503
peanut,-0.2446718610810987,0.056032675020813015
onions,-1.6398995355366437,-0.32401134333469583
sausage,-1.4027800936491979,-1.2128014816141575
cakes,-0.6318209743410982,-0.8351124985692131
lavender,1.782668241239711,-0.41565532152823426
syrup,-0.3175579548210546,-0.190566124065823
