words,x,y
recombinant,1.7608043962952455,-1.6841844502458994
conspecific,0.604248364011692,1.7031095046544331
carrier,-0.5447834112020327,-1.1760285808067592
pest,0.18569322506049277,-0.7128898439514499
critter,-1.0633622810122507,-0.8159863372999762
darter,0.10489624512457021,1.8614724882389915
denizen,-0.4980138516209483,-1.0536852218333854
peeper,-0.8373589414124641,-0.6541204368362781
homeotherm,0.2892557195058828,-0.8338266744788214
poikilotherm,0.6971693941644134,-0.45825185017587994
vermin,-0.5664314046935064,-1.1274556644969989
varmint,-0.572065435423164,-0.5169173159717287
scavenger,0.16675507420037053,-0.6832905487937865
feeder,-0.09342226927755899,-0.810668688354419
stocker,-0.6844642822618029,-1.3143229746117024
hatchling,0.7540157574547741,-0.01545219865857656
head,-0.7119656256794628,-1.2646659169230101
migrator,0.0934099502109155,-0.3273911535690327
molter,-1.2167192290560318,-1.220390434307359
pet,-0.7331966351072683,-1.2452969838217984
stayer,-1.0096097729831375,-1.1403842759848835
stunt,-0.7332646865069573,-1.494592754404665
pollard,-1.030911635687297,-1.5097817089702317
amphidiploid,0.9003001619585412,-0.6708901174630522
diploid,2.120284237849861,-0.2074831898209596
haploid,2.5268415895127325,-0.7194687606175467
polyploid,2.0934699632841793,-0.4092505060515335
female,-0.2692152313093401,-0.8414915431712928
male,-0.2940776765537035,-0.7927058865577673
adult,0.11862406048083855,-0.954774023807433
young,-0.6664711542231441,-1.5312969215604322
orphan,-0.6401147203261318,-1.524594408191493
baby,-0.6463759723828816,-1.3831814699730092
pup,-0.8460091194703561,-1.182370378130267
puppy,-1.0916494331817868,-1.3096362210302086
cub,-1.243745852015715,-0.9708156522923563
kit,-0.9194052868603826,-1.468786501530681
kill,-0.4760568310708613,-1.3779868776773216
suckling,-0.6037906371793026,-1.2880595846767728
sire,-1.3725112923575526,-1.038836731217992
dam,-0.8305352046481446,-0.8866167109825346
thoroughbred,-1.2785351181242257,-1.0344119795083722
giant,-0.3676478118814885,-0.8330978904884396
vent,0.21489824467101654,-0.7386545781140933
animalcule,0.1838616988245752,-0.6896647907733295
survivor,-0.6127234868802174,-1.4241173185876317
mutant,0.2553662104416451,-1.5380338247359024
herbivore,1.9271187071704534,0.5012147087567695
acrodont,1.3124456236570523,-0.20910935082429535
pleurodont,1.1090090380812512,-0.34220927513980337
antler,-0.3611366494638718,-0.6934926402884904
tuft,0.15183673853827814,-0.673500220202132
crest,-0.5408839941049048,-0.8088344916613106
topknot,-0.4618048721487159,0.6424522627003322
microorganism,2.345841801401002,-1.0215021377620708
monad,0.43513955612781297,-1.3263893100994344
aerobe,1.8158356019181119,-0.6478136645935444
anaerobe,2.33886191866861,-0.6333429854818984
hybrid,-0.11001043721602433,-1.1584180576810639
dihybrid,0.8039531205058176,-1.0198483273169974
monohybrid,0.6842608146102218,-0.923952243064549
polymorph,0.7493778004474282,-0.903165250174293
relative,0.24065307905034022,-1.0297864292174264
virus,1.1933663819680043,-1.314951810444909
arbovirus,1.0003170911519577,-0.5712801776064035
capsid,3.0041356167886644,-0.9332856343064018
virion,2.4734858701905607,-1.534505557570341
adenovirus,1.8845676786638144,-0.8728200001348709
arenavirus,1.4251293389635502,-0.7755687279240415
bunyavirus,1.0573846862324667,-0.845780070581832
filovirus,1.3295842827914806,-1.0362408619861148
alphavirus,1.8194695337513518,-0.5419279205950726
flavivirus,1.927465733830195,-0.44188886343070577
vesiculovirus,1.3312682034239565,-0.6601045467460399
poxvirus,1.8203111945698813,-0.8422247180559181
viroid,1.8935769835717557,-0.38219175516086223
bacteriophage,2.278595097868715,-1.293069987557855
coliphage,0.8502091888962864,-1.2737033722427897
hepadnavirus,0.7383172995740116,-0.4159666209871445
retrovirus,1.6149861053453078,-1.525139701515877
orthomyxovirus,0.7638242310946259,-0.9662753252085161
paramyxovirus,1.659264428368144,0.00035205807681071603
picornavirus,1.8058545614159964,-0.8100390042415999
poliovirus,1.964327444245132,-1.375779162450036
enterovirus,2.0704266649122696,-0.7239396979677235
coxsackievirus,1.795944888429934,-0.8430586008524864
echovirus,1.094622258252496,-1.2566006027977228
rhinovirus,2.1061959014690372,-1.0777305916937863
herpes,1.6203233506954977,-1.286686784916555
cytomegalovirus,2.0409144680211098,-0.8853539425541556
polyoma,1.422155401936393,-1.422690579781626
rhabdovirus,1.5213168510689543,-0.20357073675197943
lyssavirus,1.5771395335643934,-0.1287813528868683
reovirus,1.850109709497173,-0.5211525312612334
rotavirus,1.867761301056562,-1.2445405590354253
parvovirus,1.9867407906080055,-0.6241230366096477
archaebacteria,2.1589915335322725,-0.7412222714535799
methanogen,1.715708185404644,-0.5445544721645236
halophile,1.2944183296124265,-0.4232882105481612

