words,x,y
年,2.7457097502608088,7.806860002987766
小行星,-6.688041145237879,-6.558457678094051
中,-0.4702806495248656,4.199704928756173
后,1.6502105520142558,8.248898262407451
日,3.4822861754382455,8.463872655143359
人,2.0774057284794107,3.8022025853419206
the,-1.611856693516916,-8.806816617916478
月,3.1667914331661096,8.091768981057617
时,1.1157283265635525,7.918065602025319
中国,-5.553164078426173,6.118004093092694
日本,-5.882434326306769,5.983962372081579
of,-2.6535003118649745,-8.93501646859968
一个,0.03542281119212598,3.8355429161123293
研究,-0.7610376486777594,-0.044554296523490064
zh,4.973365260533481,9.918229130487479
台湾,-5.477640295072146,6.3439570672690255
近地,-6.571685735018961,-6.714895042393155
香港,-5.772819788995192,6.460550608117424
美国,-7.6624339102447525,6.2876404021820615
号,-1.7865020957637023,-2.373708841434254
使用,-2.5689532281712792,2.6686401714654155
小组,-7.221108191672471,0.9141945793618219
新,0.7088899119910245,6.298779626218937
px,-2.840733538778194,-7.677378573135328
外部,-6.300976682300434,-2.494805140474131
索,-6.647119353884064,-6.565991229217886
站,6.392857767508829,6.306082248122433
林肯,-6.93795651432642,8.16290595329996
成为,-1.8238041962643876,7.70875987917422
科罗,-6.5754445851898975,-6.729672196515203
电影,3.2590334589257393,-3.80690680970564
下,0.3250819427320961,9.336877414532234
包括,-1.4186444798770153,3.9688689174340888
ー,5.841705549886636,-9.78884460910514
前,0.8619510444281501,7.880755673208708
道,5.60867234020428,7.3869258936473825
太空,-7.101689067783492,0.21716586123483422
曾,0.815004906634549,7.128173421228827
and,-2.6470574117443118,-8.913553195796583
峰,9.175646701673108,2.828515592549492
时间,1.0338118748920437,7.265429334747567
监视,-7.484403019772884,0.6281239927566861
大学,6.5371298556617585,8.495127261132598
基特,-10.01577334804176,1.8307385493421895
亦,-0.6103317414258748,5.424999369032529
主要,-1.3160076053425145,4.086688691372469
公司,0.13343968035204315,-1.0520799378996017
山,9.064899301255975,2.948272239496931
国家,-5.5306210496391985,5.726371575750222
