x,y
1,0.03514477518497841
2,0.040641319010504655
3,0.06843107259772316
4,0.03651111112269897
5,0.03217745260343445
6,0.029914476014647074
7,0.05586869958747911
8,0.04781458792497503
9,0.0436602945738578
10,0.04908352089026685
11,0.03741612493214008
12,0.04066734993041287
13,0.03620576467854774
14,0.04664972243528951
15,0.044860516733282195
16,0.03874122107123045
17,0.04231257114047801
18,0.03823551354850188
19,0.04180362279527052
20,0.03204759472422291
21,0.034729589492215766
22,0.04748755825124334
23,0.03498826866184835
24,0.030368449885994665
25,0.043988675052053706
26,0.04476978703336136
27,0.032875511254374844
28,0.058719981179913915
29,0.034779873341321155
30,0.03808038657764056
31,0.05108893997539613
32,0.03184875896813976
33,0.038508386038347414
34,0.03178710264315421
35,0.03550310142280312
36,0.04253330027458981
37,0.041963115845528504
38,0.03719573512964272
39,0.03494966877473641
40,0.05610085151390145
41,0.0446631916641503
42,0.03593022539658873
43,0.04757248757156595
44,0.03177421291673446
45,0.038669755039479094
46,0.048204202365676095
47,0.03208260204384465
48,0.0489587327886826
49,0.054135049217753625
50,0.044755544302883726
51,0.042147881941286734
52,0.038356902195741005
53,0.06378405341509565
54,0.045990815572087035
55,0.053118377158844994
56,0.04180441441295259
57,0.04626277748948591
58,0.04985488503904623
59,0.05011711424153988
60,0.0534960766758268
61,0.0426685889835091
62,0.045114441095976586
63,0.05941397060608122
64,0.034323879501489796
65,0.04298470227296932
66,0.036178684492539276
67,0.034184962784078655
68,0.036507440430987616
69,0.04435719876188485
70,0.047024989420263605
71,0.04108561674735209
72,0.04626562237681639
73,0.04545052565597745
74,0.03811398877725481
75,0.04226161872467629
76,0.04506828880615232
77,0.03590510917890378
78,0.04410789961702798
79,0.04758428163783688
80,0.033252649432541595
81,0.03273873456475979
82,0.043992952930028625
83,0.05105999722966693
84,0.052212131061710854
85,0.0381199669569561
86,0.04420709732915398
87,0.04355861859662044
88,0.037179802203495
89,0.0412690503881932
90,0.02990628135875412
91,0.03670950469046623
92,0.043034375404154376
93,0.02973399560198842
94,0.04331708738634892
95,0.037256976623403895
96,0.03581938950338506
97,0.034708701559431156
98,0.03235572843623531
99,0.039158019526154664
100,0.044984095713092795
101,0.03796931743337938
102,0.04098006824323244
103,0.03513082358560383
104,0.03514434286945482
105,0.035479595432140236
106,0.03304480891872524
107,0.031701766788096
108,0.04184183825273581
109,0.04527388337936877
110,0.03489753965440818
111,0.05440860797917879
112,0.04255039314707266
113,0.04095222024396472
114,0.03801006036218873
115,0.03653074856799658
116,0.033571997156614714
117,0.030730554559890152
118,0.030036990584113823
119,0.037186687659042185
120,0.03670257762697448
121,0.039975258634912476
122,0.044686934569389325
123,0.03513301833666869
124,0.030971115767787008
125,0.053535507422163724
126,0.03690622499040103
127,0.05708985371761506
128,0.040541715148061826
129,0.04303359236523526
130,0.041547283677829644
131,0.03824171873706369
132,0.03321726957443863
133,0.03476674015451728
134,0.03265459799207333
135,0.03755676752234319
136,0.04485113308152602
137,0.03568421676508557
138,0.04634533719617279
139,0.033309964832810735
140,0.053200609692396664
141,0.047825557151744406
142,0.04124809140007442
143,0.06967518999763417
144,0.04608043087574351
145,0.04232645212177445
146,0.03728196054039518
147,0.04358477396313901
148,0.033728884788439294
149,0.039762811830098915
150,0.05078698517488458
151,0.026707740400339165
152,0.04101219444205609
153,0.030492508834584764
154,0.038402068349521534
155,0.05606906923994665
156,0.03468433020038337
157,0.05699787643232698
158,0.04085354828505769
159,0.026656214510794255
160,0.045397165116993855
161,0.03235736788987973
162,0.035495752219753596
163,0.03271209867508782
164,0.04046693960207347
165,0.03372640255499075
166,0.037163943169632424
167,0.04727657911334976
168,0.045208148117592446
169,0.03941445322534692
170,0.04547875640886114
171,0.038703586564629223
172,0.04634874779070227
173,0.037407903161957544
174,0.040490815777743445
175,0.05427140552420099
176,0.03785253021587419
177,0.03224282540099373
178,0.028545176119153193
179,0.04378982563269303
180,0.04986637364586552
181,0.03571776210362741
182,0.032225652658816925
183,0.03672995579487286
184,0.03741835682490515
185,0.046957338846417715
186,0.0360926637666979
187,0.04624336348371462
188,0.03338549884112047
189,0.044193835393047796
190,0.039544950423411905
191,0.042375840111337555
192,0.058865547349152274
193,0.03200838822041099
194,0.04064057222744901
195,0.03149950750297692
196,0.04838428108780793
197,0.04457389680430324
198,0.04624660509873
199,0.045723324657890335
200,0.03642026166623783
cluster,0.0
