words,x,y
recombinant,8.922666111291957,-1.9055473614387317
conspecific,2.72820343244223,7.394241231181927
carrier,1.8194045113381092,-0.5361710151026928
pest,5.089633037759792,3.93431191263082
critter,-4.552293624242511,-0.9461269260721308
darter,-0.6588756540232277,9.154111668542663
denizen,-0.09370178354778869,-3.05340905418418
peeper,-0.8166764323580518,-3.1809791518195496
homeotherm,1.8946506380271508,-4.562498719132096
poikilotherm,2.003274725879409,-4.020757694324363
vermin,-1.8142726672310179,1.2965295363029465
varmint,-0.9507013366968251,-1.1281001117081328
scavenger,-1.4175121693112698,2.823978285006544
feeder,3.895159464871237,0.9112628334313451
stocker,-1.5870578498139816,-5.356630443069073
hatchling,0.8015487508718186,3.7586067707365913
head,-2.08331855908264,-4.974009037479122
migrator,1.0010758059210434,-3.9828096724302027
molter,0.606102067718675,-5.385998847742803
pet,-6.3813210693139535,1.803762575206266
stayer,-1.3507011966368498,-4.1001679063358925
stunt,-6.056637636745422,-5.563510213780821
pollard,-2.606969285784691,-7.687239689773275
amphidiploid,2.0737803282038803,-4.200187725465185
diploid,8.590279144199803,3.475937902078346
haploid,8.416511058383254,1.3874672697913417
polyploid,4.834078476925805,-0.32822113050594126
female,0.8120860695898957,0.6400769504926606
male,0.8928736050807063,2.2255055701823814
adult,1.9761040895549162,3.3679148436196145
young,-3.7138286978566044,-6.037513023959316
orphan,-3.9695551461342853,-3.3765115236095644
baby,-9.479618909358589,-1.0737826957575987
pup,-3.724414775664516,-0.3339512477083022
puppy,-8.530551073291718,-0.2993411397380541
cub,-7.347726393912079,-0.4429638034743837
kit,-3.675628052029751,-4.020200465351753
kill,-6.646626426546714,-1.466476827896828
suckling,-0.08496895037884261,-1.0753339736108356
sire,-7.061907003124411,-3.6479831642789415
dam,-0.9827903364070221,-0.26144509456137627
thoroughbred,-3.280483218071951,-3.467679605766732
giant,-5.090195934413444,4.297519242090394
vent,2.975757920064377,1.836487499612674
animalcule,1.7424601638739927,-4.210343567437822
survivor,-3.0550260956039974,-4.1724279851810735
mutant,-0.47718347667372935,0.894638135569341
herbivore,4.895579017888634,7.8053830048812705
acrodont,2.0889463243594872,-3.7290565404283216
pleurodont,2.003535058655751,-4.160315377821856
antler,-0.3394781579374784,3.4606241916760823
tuft,1.8058862184428788,2.026329234654703
crest,-1.9036352977728823,2.2029262932858957
topknot,-0.44739254485115676,-0.10680719146160125
microorganism,8.413939265684496,1.4579411279087084
monad,3.5647886988129702,-3.913549945065768
aerobe,2.7596582690668763,-3.618401378759693
anaerobe,4.061659617569796,-2.00200291760954
hybrid,2.85639888085127,1.3442628341220166
dihybrid,2.117304652677758,-4.442319722528498
monohybrid,2.1373162511566246,-4.4536950575905525
polymorph,3.138429914134606,-1.3767570511743474
relative,7.73265299769788,1.2508383904172278
virus,5.346013374146174,4.657025313582009
arbovirus,3.4695270690878055,-2.5980463873947346
capsid,8.899087087279892,1.1712106987098738
virion,8.026403624203443,-0.7293098643348954
adenovirus,5.858621945860855,0.4157367383202293
arenavirus,2.9701926390556275,-3.5421445792054573
bunyavirus,2.2303691702042823,-4.376108407210598
filovirus,2.479601083881365,-3.8159635518369166
alphavirus,3.2495278130013983,-2.727187956141775
flavivirus,3.844570240477571,-2.5384997590858642
vesiculovirus,2.759290828035624,-3.539286840860016
poxvirus,3.354084763514968,-2.83783324528854
viroid,3.6794648139521895,-1.0499088368442755
bacteriophage,8.4352170848056,0.28043060297438593
coliphage,2.1356879829336357,-4.565383904633173
hepadnavirus,1.8945061753112802,-4.1902057950974125
retrovirus,5.3528293338883115,-0.4270434835142498
orthomyxovirus,1.9560251321004896,-4.562197906542552
paramyxovirus,2.601537980776809,-2.2933477558482003
picornavirus,3.120280789498213,-3.266312475121185
poliovirus,6.514477075899759,-0.37236779308702284
enterovirus,4.907167056244138,-0.6536785743816509
coxsackievirus,3.5294660147470585,-3.2309191102792534
echovirus,2.5673753809764372,-4.097016404556742
rhinovirus,4.032512033350909,-1.889725888633646
herpes,7.216001481457698,0.08238321833997642
cytomegalovirus,5.58429383825176,-1.9766228115243225
polyoma,2.703894102082633,-4.085473546550769
rhabdovirus,2.601654790382761,-2.6675639860542475
lyssavirus,2.40024256663538,-0.26887956808336044
reovirus,3.5804018467614758,-2.131303652232587
rotavirus,6.298399845512214,-0.8755163441469804
parvovirus,4.051823684846886,-0.17482617982662485
archaebacteria,4.033937810811704,-3.0634510158897865
methanogen,3.0900008538260653,-3.46310565066932
halophile,2.8251273325934503,-3.8487551364474215

