x,y
1,0.17694302238674078
2,0.15744342430023106
3,0.17326525028527834
4,0.19034925580919837
5,0.1505426115651774
6,0.20291024594231077
7,0.14103278308168476
8,0.14492123352465552
9,0.1497276832271968
10,0.19644694396029924
11,0.19364174907908663
12,0.2126295797980256
13,0.21009436194628284
14,0.23961442044601544
15,0.21445381402696903
16,0.3225170120069796
17,0.15246352607651675
18,0.12939293677619526
19,0.1367454013136128
20,0.1959328837053662
21,0.21688971091196696
22,0.13569921994258566
23,0.24108307991522604
24,0.15048313739430516
25,0.1583620864822701
26,0.17131906397690308
27,0.19295034662905947
28,0.19105487692551754
29,0.14629803912006495
30,0.16007717349987444
31,0.14707594858512443
32,0.14742103635298923
33,0.13353225627947035
34,0.17588323255779503
35,0.15298111381223964
36,0.1958060041263528
37,0.17073391618306458
38,0.18782879012749734
39,0.2282238181127823
40,0.1384382711940165
41,0.20055378319901954
42,0.21272785188966037
43,0.14583462893556073
44,0.14220708883305383
45,0.11700402161255472
46,0.18984495403737142
47,0.12867221311688934
48,0.1427975516307228
49,0.1691313964776491
50,0.11397969314380586
51,0.17541818194111058
52,0.1647394174022483
53,0.125721758039217
54,0.152450466863076
55,0.23365879160800404
56,0.14088299650717626
57,0.20026413195763504
58,0.22362476418870447
59,0.2728423789789362
60,0.1775624189945319
61,0.16089309739912983
62,0.19692723691374184
63,0.16439886631566633
64,0.1691869769224
65,0.17057328876591452
66,0.10892957033744913
67,0.1278672488827222
68,0.18817659772786036
69,0.1309452698402406
70,0.17543301546827167
71,0.15288823565285803
72,0.14773514629791576
73,0.1625463793112305
74,0.14677479463517312
75,0.15623452867766002
76,0.1391226760715864
77,0.1558807363830286
78,0.15368669825625375
79,0.1744815104183943
80,0.12271620704674728
81,0.11656249952137093
82,0.18779005969451107
83,0.16382648868738275
84,0.16792011934292095
85,0.10749538827867983
86,0.15650211729542576
87,0.1414669173756907
88,0.13716135521978617
89,0.1262665719626159
90,0.21181183057316744
91,0.12014930387105056
92,0.26251028433041346
93,0.2078138462048929
94,0.1879544014400093
95,0.11141753192175874
96,0.13259283154483936
97,0.08675578068900379
98,0.153643819770947
99,0.13109082774918002
100,0.13350569347720287
101,0.1737149593789229
102,0.16705352082922392
103,0.14220670117825268
104,0.17276715879585983
105,0.13399179007440984
106,0.13020225299272248
107,0.12985506924157472
108,0.11222667089395327
109,0.15977110321664054
110,0.1372617270523813
111,0.18553043899930297
112,0.2109397644751613
113,0.2665430067500501
114,0.1634510435724787
115,0.2541228042164952
116,0.13338395211008425
117,0.2183413726256175
118,0.11545472458022354
119,0.1329258590801539
120,0.14906905734701814
121,0.2173301413371289
122,0.13753395417118902
123,0.1521952558692539
124,0.13206731243464995
125,0.1822551783890426
126,0.1390872011323674
127,0.1668769905177808
128,0.21448036645098809
129,0.15358531963908112
130,0.1257096995026047
131,0.20846418950555345
132,0.1571546907725651
133,0.3151601403474142
134,0.2559710020845116
135,0.13846704060934598
136,0.19064386991151466
137,0.1634843611522982
138,0.168012107912079
139,0.13358091822997042
140,0.200844682360037
141,0.15350000157570884
142,0.20978546493208697
143,0.17599744403725687
144,0.1374015909040121
145,0.1578356829734141
146,0.19200846914092942
147,0.21105843432590504
148,0.13801199914202159
149,0.18331942018014558
150,0.23814536788478113
151,0.27464772852715147
152,0.19297448676198223
153,0.16024775122769125
154,0.206622691794941
155,0.14708061504838754
156,0.241218686776637
157,0.14944966019495953
158,0.12234566872650221
159,0.31124620366408967
160,0.15397388000205753
161,0.13396855485272535
162,0.14676136773180476
163,0.13975132067462312
164,0.1275863130631479
165,0.13391682454638004
166,0.18927397495039625
167,0.18196092290635973
168,0.1679342059811572
169,0.23225005781901265
170,0.1322790134587194
171,0.1301115674533393
172,0.19702474173468748
173,0.1631356987259864
174,0.2010739181601224
175,0.12649091843922916
176,0.12708265886181716
177,0.13281211715978078
178,0.12559747734041496
179,0.13845708119752548
180,0.1436943459294013
181,0.2719076718466968
182,0.16014862086051412
183,0.19852274255357674
184,0.18854028193609135
185,0.19059501460129197
186,0.1284839182307766
187,0.1889022538500199
188,0.15996130756222726
189,0.1969220896741511
190,0.14056123296869943
191,0.19469904949481517
192,0.13708590363744286
193,0.15696481491933478
194,0.19741532390184868
195,0.12463354006198937
196,0.13795951251415667
197,0.14636023739160803
198,0.24197048570797916
199,0.15410285517601638
200,0.20076601052347667
cluster,0.0
